@RELATION PPI

@ATTRIBUTE GO_sim_bp_avg numeric
@ATTRIBUTE GO_sim_bp_sum numeric
@ATTRIBUTE GO_sim_bp_max numeric
@ATTRIBUTE GO_sim_cc_avg numeric
@ATTRIBUTE GO_sim_cc_sum numeric
@ATTRIBUTE GO_sim_cc_max numeric
@ATTRIBUTE PCC_1_devtissues numeric
@ATTRIBUTE PCC_2_heterog numeric
@ATTRIBUTE domain_match numeric
@ATTRIBUTE domain_score numeric
@ATTRIBUTE orthology_score numeric
@ATTRIBUTE class {1,-1}

@DATA
0,0,0,0,0,0,-0.162975810538297,-0.358375949687881,0,0,1,1
0.0495867768595041,48,6,0.0413223140495868,5,5,1,1,2,1,2,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0.284575601689255,-0.145378812146438,0,0,1,1
0,0,0,0,0,0,0.535307330243687,0.230175306990215,0,0,1,1
0.0235690235690236,109,7,0.0168350168350168,10,5,0.503841235969532,0.545121151325682,2,1,1,1
0.0211640211640212,156,4,0,0,0,0.0785529761149518,-0.0678188329386179,0,0,2,1
0,0,0,0,0,0,0,0,1,0.5,1,1
0.0307692307692308,354,8,0.0192307692307692,90,5,0.619019050539799,0.8429369155313,2,0.666666666666667,3,1
0.0192307692307692,265,5,0.0115384615384615,30,3,0,0.31875620383795,0,0,1,1
