@RELATION PPI

@ATTRIBUTE GO_sim_bp_avg numeric
@ATTRIBUTE GO_sim_bp_sum numeric
@ATTRIBUTE GO_sim_bp_max numeric
@ATTRIBUTE GO_sim_cc_avg numeric
@ATTRIBUTE GO_sim_cc_sum numeric
@ATTRIBUTE GO_sim_cc_max numeric
@ATTRIBUTE PCC_1_devtissues numeric
@ATTRIBUTE PCC_2_heterog numeric
@ATTRIBUTE domain_match numeric
@ATTRIBUTE domain_score numeric
@ATTRIBUTE orthology_score numeric
@ATTRIBUTE class {1,-1}

@DATA
0,0,0,0,0,0,0.0370991269502981,-0.0895970272229028,2,1,1,1
0,0,0,0,0,0,0.0249086764081007,0.0238332652273207,0,0,1,1
0.0178571428571429,672,7,0,0,0,0.342601218328384,0.222313677575289,0,0,1,1
0,0,0,0,0,0,-0.675213653847715,-0.621758887511515,2,1,1,1
0.0202020202020202,85,6,0.0168350168350168,10,5,0.72702287302913,0.747663022156285,2,1,1,1
0,0,0,0,0,0,0.571088682071132,0.609356469871992,0,0,1,1
0,0,0,0.5,6,6,0,0.514486448179939,5,1,1,1
0,0,0,0,0,0,0.0268455680895296,-0.0507791375240891,0,0,4,1
0,0,0,0,0,0,0.162742003247467,0.324845989977477,2,1,1,1
0,0,0,0,0,0,0.0139158596149126,0.25247568017046,0,0,1,1
0,0,0,0.107142857142857,3,3,0.295421050081728,0.0838553233676557,1,1,1,1
0.0125,32,1,0,0,0,0.58160194074084,0.448600071221526,0,0,1,1
0,0,0,0,0,0,0.102811147248178,0.236314698258243,0,0,1,1
0,0,0,0,0,0,0.130794379011634,-0.25638828484789,2,0.5,1,1
0,0,0,0,0,0,-0.141755153043665,0.133590128735388,1,0.142857142857143,0,1
0,0,0,0,0,0,0.594778740504641,0.665190244870596,2,0.666666666666667,1,1
0,0,0,0,0,0,0.457274982157076,0.480468622538377,0,0,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0.348225365232717,0.236175677121945,0,0,1,1
0.0535714285714286,60,3,0.0892857142857143,5,5,0.142307101527786,0.175113294526033,3,0.428571428571429,0,1
0,0,0,0,0,0,1,1,2,1,1,1
0,0,0,0,0,0,0.494777008897702,0.100056564963631,0,0,1,1
0,0,0,0,0,0,0.498608373809024,0.12360817295719,0,0,1,1
0,0,0,0,0,0,0,-0.227539778972253,1,1,1,1
0.0238095238095238,156,4,0,0,0,0.236468807745281,-0.120655437494077,0,0,1,1
0.0127551020408163,1726,10,0,0,0,1,1,3,1,1,1
0.025974025974026,160,4,0.0324675324675325,42,5,-0.530485861022633,-0.361548783993826,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,-0.353211122047316,-0.248563406456298,1,0.5,1,1
0.0161290322580645,33,5,0.0161290322580645,624,5,0.842406017641631,0.219985507771455,0,0,4,1
0,0,0,0,0,0,0.455740381115559,-0.100171381321511,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0.338981818127859,0,0,1,1
0,0,0,0,0,0,0,-0.00189553654052117,1,1,1,1
0,0,0,0,0,0,0.386314003432749,0.425865544531953,2,0.5,1,1
0,0,0,0,0,0,-0.126966572849697,-0.00453742828893822,0,0,1,1
0,0,0,0,0,0,0.267159010423114,0.314443278651681,0,0,0,1
0.0777777777777778,158,7,0,0,0,0.179828411895927,0.17921504689667,3,1,2,1
0,0,0,0,0,0,-0.0677271461964587,-0.173691934642794,2,1,1,1
0,0,0,0,0,0,0,0,2,0.333333333333333,1,1
0,0,0,0,0,0,-0.406595920925517,-0.404689109171913,0,0,1,1
0,0,0,0,0,0,0.124438778716647,0.718939269193432,1,1,1,1
0,0,0,0,0,0,0.803854013459307,0.573765379273941,0,0,1,1
0,0,0,0,0,0,-0.349514577886141,-0.0614677000194726,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,-0.456412207288044,-0.461027094246567,2,1,1,1
0,0,0,0,0,0,0.0416926008351663,0.051412104578459,6,1,0,1
0,0,0,0,0,0,0.56694077671364,0.406916272055346,0,0,1,1
0,0,0,0,0,0,0.443576650368671,0.0612574876022475,2,0.5,0,1
0,0,0,0,0,0,0.371915629991208,0.629778761694864,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0.00565610859728507,880,5,0.00565610859728507,232,5,0.49346413797116,0.244073473448497,0,0,1,1
0,0,0,0,0,0,0.0940608730403124,-0.325476294953111,0,0,1,1
0.111111111111111,138,7,0,0,0,-0.202714892118677,-0.00784350394664885,3,1,1,1
0,0,0,0,0,0,0.262401723351452,0.495070286295937,0,0,1,1
0,0,0,0,0,0,0.332968892773843,0.275080379992262,0,0,1,1
0,0,0,0,0,0,0,0.0413937158418146,0,0,1,1
0,0,0,0,0,0,0.177884286681247,0.049194057448304,0,0,3,1
0,0,0,0,0,0,-0.813564276863218,-0.498187935054882,2,1,1,1
0,0,0,0,0,0,-0.0219957674075043,-0.0423576742112923,0,0,4,1
0,0,0,0,0,0,0.291498839519079,0.395666921503689,3,1,1,1
0.0219298245614035,840,10,0.0153508771929825,324,7,0,0.393073971139737,2,0.666666666666667,2,1
0.4375,7,7,0.375,24,6,0.66294203560161,0.101051053929428,3,0.6,4,1
0.0211640211640212,155,4,0.0158730158730159,24,3,0.117556389818421,-0.332645449486497,0,0,1,1
0,0,0,0,0,0,0,0.0878074077860509,0,0,1,1
0.0592592592592593,400,8,0.037037037037037,14,5,0,0,1,1,1,1
0.0592105263157895,216,9,0.0131578947368421,6,2,0,0,0,0,1,1
0.0267857142857143,56,3,0,0,0,0.269164702485355,-0.0367401481067661,0,0,1,1
0,0,0,0,0,0,0.618247980106847,0.0611580252344325,2,1,1,1
0.0408163265306122,800,8,0.0255102040816327,20,5,1,1,4,1,3,1
0.0299145299145299,361,7,0.0213675213675214,30,5,-0.0470630417669587,0.461848968986341,0,0,1,1
0,0,0,0,0,0,0.36976963004093,-0.230041904223544,0,0,1,1
0,0,0,0,0,0,0.0147231211185092,-0.219154924301639,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,1
0.25,20,5,0.25,5,5,0.464282679163392,0.39002974063526,2,1,1,1
0,0,0,0,0,0,-0.112372057714398,-0.083120115310379,0,0,0,1
0,0,0,0,0,0,0,0,1,0.5,1,1
0,0,0,0,0,0,0.20148793542954,0.092134958682502,3,1,0,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0.361522354400591,0.0698345266576697,0,0,1,1
0,0,0,0,0,0,0,-0.112771110926177,0,0,1,1
0,0,0,0,0,0,-0.134979452642291,0.189156481419025,0,0,1,1
0.0714285714285714,400,8,0.0446428571428571,10,5,-0.0212445539680865,-0.454649441946638,4,1,1,1
0.015625,20,1,0,0,0,-0.117109954010652,-0.118015139921133,0,0,1,1
0,0,0,0,0,0,0,0.482118912081628,0,0,1,1
0,0,0,0,0,0,-0.476584671450736,-0.0700583046996471,0,0,1,1
0,0,0,0,0,0,0.755856914932321,0.777249368301805,2,1,1,1
0,0,0,0,0,0,0.758588378728696,0.960334369908601,1,1,3,1
0,0,0,0,0,0,-0.0981061217838202,0.102024910212253,0,0,1,1
0,0,0,0,0,0,-0.150247085398092,-0.626472757632368,0,0,1,1
0,0,0,0,0,0,0.0272727078670944,-0.0229533132335117,0,0,1,1
0.043956043956044,22,4,0.0549450549450549,8,5,0.652855668679768,0.665123623628173,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,-0.0531966747554752,0.362009013531132,2,0.5,1,1
0,0,0,0,0,0,0.335174239258396,0.322099663785621,2,1,1,1
0,0,0,0.0925925925925926,24,5,0.724665696678266,0.437265418445565,3,0.428571428571429,1,1
0.0208333333333333,16,1,0,0,0,0.728214392655387,0.123601289248213,0,0,1,1
0,0,0,0.0555555555555556,30,5,0.118451629408135,0.273095449717636,4,1,1,1
0,0,0,0,0,0,0.0833461763357093,0.496152405928706,1,1,1,1
0,0,0,0.25,4,4,1,1,1,1,1,1
0.0793650793650794,48,5,0.0793650793650794,18,5,0.234359926488853,0.359822906398002,1,0.25,1,1
0,0,0,0,0,0,-0.218299138772959,0.192058032948837,0,0,0,1
0,0,0,0,0,0,-0.0711432040783161,0.344901630514783,0,0,1,1
0,0,0,0,0,0,0.53945189403885,0.200441948911679,0,0,1,1
0,0,0,0,0,0,-0.571401420467426,0.136383008756165,2,0.4,1,1
0,0,0,0,0,0,-0.219597310553764,-0.225355938369308,2,1,1,1
0,0,0,0,0,0,-0.378449946274101,-0.274156866389643,2,1,1,1
0,0,0,0,0,0,0,0,1,0.5,1,1
0,0,0,0,0,0,-0.0370228108822967,-0.101114874482486,0,0,4,1
0.00961538461538462,120,2,0,0,0,0.310162297039604,0.259598771570249,0,0,1,1
0.0476190476190476,66,4,0,0,0,0.265693477949641,0.629657597141397,0,0,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0.00757575757575758,630,4,0,0,0,0.0287403147255709,0.184002810640247,0,0,1,1
0,0,0,0,0,0,0.609515264363599,0.858903109037926,0,0,3,1
0.00341880341880342,330,2,0.00854700854700855,27,5,0.442041843509137,0.364918331881622,2,1,2,1
0,0,0,0,0,0,0,0.500593069630528,0,0,1,1
0,0,0,0,0,0,0.128564291877887,-0.215090324975852,0,0,0,1
0,0,0,0,0,0,-0.132661524960907,-0.107838880820205,0,0,1,1
0.0171428571428571,78,3,0.0228571428571429,16,4,0.701747950830337,0.687673062753975,0,0,3,1
0,0,0,0,0,0,0.135296587519912,0.178866578641854,0,0,1,1
0,0,0,0.166666666666667,2,2,-0.107462739611356,-0.300041449448862,0,0,1,1
0,0,0,0,0,0,0.608129768257459,0.498917041946594,0,0,4,1
0,0,0,0,0,0,0.536249455093914,-0.0444159195916552,0,0,4,1
0.0109090909090909,806,6,0.00909090909090909,10,5,0.184862588495358,0.152730184464669,0,0,1,1
0,0,0,0,0,0,0,-0.428078114253271,0,0,2,1
0,0,0,0,0,0,0.444931273894484,0.941466639855136,0,0,3,1
0.0657894736842105,210,10,0.0460526315789474,126,7,0,0.536863714281007,2,0.666666666666667,2,1
0.0211640211640212,156,4,0,0,0,0.84834192622564,0.552809230557873,0,0,2,1
0,0,0,0,0,0,-0.0706552793341663,-0.0122068250421249,0,0,1,1
0,0,0,0,0,0,0.520347392188284,0.330655532975781,2,1,1,1
0,0,0,0,0,0,0,0.0351375859760328,1,1,1,1
0,0,0,0,0,0,0.274629659430393,0.278209260857001,0,0,1,1
0,0,0,0,0,0,0.226693714617947,-0.152460472717406,0,0,1,1
0.0170940170940171,391,8,0.0106837606837607,360,5,0.694132467069228,0.908495368449471,0,0,3,1
0.155555555555556,126,7,0,0,0,-0.132117374399508,0.119897644941591,3,1,1,1
0,0,0,0.05,2,2,-0.0810133009580723,-0.37937337346466,0,0,1,1
0,0,0,0.0384615384615385,2,2,0,0.0884517670560386,0,0,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0.0729166666666667,136,7,0,0,0,-0.262010641591507,-0.512777207285369,0,0,1,1
0,0,0,0,0,0,0.349263427620438,-0.3587949609298,0,0,1,1
0,0,0,0,0,0,0,0.287399617663349,0,0,2,1
0.0404858299595142,210,10,0.0283400809716599,234,7,0,0.624751942833355,2,0.666666666666667,2,1
0,0,0,0,0,0,0,0,1,0.5,0,1
0.0227272727272727,48,2,0.0568181818181818,10,5,-0.442870943038574,-0.092465817512966,0,0,1,1
0.0396825396825397,72,5,0.0238095238095238,3,3,0.235042256579891,0.0671983353653006,5,0.833333333333333,1,1
0,0,0,0.037593984962406,5,5,0.170918995441726,0.602270962306316,1,1,1,1
0,0,0,0,0,0,-0.430736416676084,-0.438160000274264,0,0,1,1
0,0,0,0,0,0,1,1,1,1,1,1
0.0192307692307692,66,3,0.0256410256410256,70,4,-0.453319902261455,-0.0518962660622718,0,0,4,1
0,0,0,0,0,0,0.533676594369607,0.523350049060246,0,0,1,1
0,0,0,0,0,0,0.341276590954277,0.480238709520062,0,0,1,1
0,0,0,0,0,0,0,-0.0082363306759168,1,1,1,1
0,0,0,0,0,0,-0.107490481159854,0.0257401780731466,0,0,1,1
0.0888888888888889,200,8,0.0555555555555556,5,5,0.571131879591087,0.306517453228829,2,1,1,1
0,0,0,0,0,0,-0.218777297018909,-0.063910904816574,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0.0115942028985507,154,4,0.0144927536231884,36,5,-0.480569579369037,-0.263795356159047,2,1,2,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0.121790565311274,0.070742561067383,0,0,0,1
0.0294117647058824,214,7,0,0,0,0.254478634517557,0.269605317327418,0,0,0,1
0,0,0,0,0,0,0,0.0277741062827892,0,0,1,1
0,0,0,0,0,0,-0.0775330132623252,-0.384316883624441,0,0,1,1
0.0291666666666667,350,7,0.0208333333333333,30,5,0.0575572627358335,-0.186558693439805,0,0,1,1
0,0,0,0,0,0,-0.114334137738471,-0.45918487338691,0,0,1,1
0,0,0,0,0,0,0.484142925937659,0.456570796868103,0,0,1,1
0.00892857142857143,10,1,0.0446428571428571,20,5,0.0151880521685661,-0.305068189822897,3,0.428571428571429,1,1
0,0,0,0,0,0,-0.0869128511173724,-0.129796176776509,0,0,1,1
0,0,0,0.142857142857143,8,4,-0.033910625084543,0.103521512285284,0,0,1,1
0,0,0,0,0,0,0,-0.489613975827691,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0.691592606500525,0.674819945095952,2,1,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,-0.0419083689074313,-0.0654841863189601,0,0,1,1
0,0,0,0,0,0,0.84379096473253,0.669760153147521,0,0,4,1
0,0,0,0,0,0,0.099511019475586,0.099304021683842,0,0,0,1
0,0,0,0,0,0,-0.453166400008731,-0.200696494012271,0,0,1,1
0.0151515151515152,96,2,0,0,0,-0.0246923227892947,-0.30849457275507,0,0,0,1
0,0,0,0,0,0,0.589217842383014,-0.0275982104529455,0,0,4,1
0.016025641025641,396,5,0.00641025641025641,18,2,0.165042825414287,-0.02892489215578,0,0,1,1
0,0,0,0,0,0,-0.0937901067045636,0.0185968636267412,0,0,1,1
0.0533333333333333,400,8,0.0333333333333333,14,5,0,0,1,1,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0.373790942504562,0.646211021304871,0,0,1,1
0.0408163265306122,140,4,0.0510204081632653,10,5,-0.332993037238673,-0.0180522542387758,3,0.428571428571429,3,1
0,0,0,0,0,0,0.0339203992691436,-0.106956676571635,0,0,1,1
0.0235294117647059,30,4,0.0235294117647059,256,4,0.624041245171598,0.316219312791299,3,1,4,1
0.0237154150197628,62,6,0.0197628458498024,20,5,0.661297790456875,0.638957009863921,2,1,2,1
0.0408163265306122,240,8,0.0306122448979592,19,6,1,1,3,1,1,1
0.03515625,334,9,0.01953125,245,5,1,1,2,1,3,1
0.0555555555555556,125,7,0.0158730158730159,2,2,0.375839026176809,0.253049355144606,0,0,1,1
0,0,0,0,0,0,-0.66713320205631,-0.439157203106069,0,0,4,1
0,0,0,0.0595238095238095,30,5,0.659584304114565,0.566853059399275,4,1,2,1
0,0,0,0,0,0,-0.19545052980086,-0.146702861043719,2,1,2,1
0.0555555555555556,400,8,0.0347222222222222,9,5,0.119013624273346,0.307776810338231,2,0.5,0,1
0.0210084033613445,164,5,0.0126050420168067,72,3,-0.253383326404195,-0.0902875178410736,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0.109375,91,7,0.078125,5,5,1,1,3,1,1,1
0.03125,350,7,0.0223214285714286,30,5,-0.000320597352691879,-0.505460487663667,0,0,1,1
0.0246913580246914,800,8,0.0154320987654321,5,5,1,1,3,1,1,1
0,0,0,0,0,0,0.914913699342836,0.916498358045923,0,0,4,1
0,0,0,0,0,0,0.273591825518547,0.548109614008287,1,1,1,1
0,0,0,0,0,0,-0.179051921342325,-0.116377767999012,2,0.666666666666667,1,1
0.107692307692308,120,7,0,0,0,0.234972441756813,0.021811120461392,0,0,1,1
0,0,0,0,0,0,0.15362035443145,-0.192392806267583,0,0,1,1
0,0,0,0,0,0,0.179878243381039,0.127605123237958,0,0,1,1
0.0714285714285714,70,4,0.0892857142857143,5,5,0.0742875982838152,0.195930988630741,3,0.428571428571429,1,1
0.140625,148,9,0,0,0,0.0989703120148403,0.457807286179482,0,0,1,1
0,0,0,0,0,0,0.560787475094126,0.503078363767039,0,0,3,1
0,0,0,0,0,0,0,0.282291834752453,0,0,3,1
0,0,0,0,0,0,0.150569824242283,0.455425485111612,0,0,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,1,0.5,1,1
0,0,0,0,0,0,-0.249610415151813,-0.196059649115857,1,0.5,1,1
0.09375,39,6,0.078125,5,5,1,1,1,1,1,1
0,0,0,0,0,0,0,0,1,0.5,1,1
0,0,0,0,0,0,0.572126655660128,0.0475245275089502,0,0,1,1
0,0,0,0,0,0,0,-0.101360689297293,0,0,0,1
0,0,0,0,0,0,0.0280474125446148,-0.257120778862001,0,0,0,1
0,0,0,0,0,0,0.314642404716179,-0.193176579160147,0,0,1,1
0,0,0,0,0,0,0.640358953640988,0.433641756076641,2,1,1,1
0,0,0,0,0,0,0.408274424250881,0.23505866826016,6,1,1,1
0,0,0,0,0,0,-0.0948128431013362,-0.0224047750277004,0,0,1,1
0.0386473429951691,410,8,0.0241545893719807,20,5,-0.212451492778621,-0.104678732181588,2,1,1,1
0,0,0,0,0,0,1,1,3,1,4,1
0,0,0,0,0,0,-0.455175945993778,-0.223951090314291,0,0,1,1
0,0,0,0,0,0,0,0.00927800410423126,0,0,1,1
0,0,0,0,0,0,-0.473148371053464,-0.329870931500232,0,0,1,1
0,0,0,0,0,0,-0.209844114558957,0.211393058848616,3,1,0,1
0.140625,144,9,0.078125,5,5,1,1,2,1,1,1
0,0,0,0,0,0,0.361632150516467,0.441553435558058,1,1,1,1
0.160714285714286,144,9,0,0,0,-0.182085831592514,0.187227212675531,1,1,1,1
0,0,0,0,0,0,-0.485519417399019,-0.215062304265224,1,0.5,1,1
0,0,0,0,0,0,0.32061567043807,0.293160513060295,0,0,1,1
0,0,0,0,0,0,-0.50691969140664,-0.476460141312742,2,1,1,1
0,0,0,0,0,0,0.640820154721387,0.300984974157917,0,0,1,1
0,0,0,0,0,0,-0.510167950836237,0.311460823875993,0,0,1,1
0.0340909090909091,90,3,0.0568181818181818,5,5,0.750008367588472,0.622546331747752,3,0.428571428571429,1,1
0.0303030303030303,170,4,0,0,0,0,0,0,0,1,1
0.0466666666666667,185,7,0.0333333333333333,5,5,0,-0.0530740626533656,1,0.5,1,1
0,0,0,0,0,0,0.16246180602689,0.209420922922034,0,0,0,1
0,0,0,0,0,0,-0.129988333254954,-0.13279498688024,0,0,0,1
0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,0,0.416378179768465,0.545159075056968,0,0,1,1
0,0,0,0,0,0,0.0758271085305111,0.0398116404343752,2,0.5,1,1
0,0,0,0,0,0,-0.0177181916603479,-0.267038530650457,0,0,3,1
0.0505050505050505,68,5,0.0505050505050505,21,5,0.179989595251558,0.0758428629948361,0,0,1,1
0.0833333333333333,64,5,0.0833333333333333,5,5,0.568188856768595,0.459581828637619,2,1,1,1
0,0,0,0,0,0,0.205047128098337,0.117963012668885,0,0,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,-0.353632589182505,-0.622242190670877,0,0,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0.0416666666666667,65,3,0.0694444444444444,8,5,-0.187337308085297,0.0206858391751776,3,0.428571428571429,1,1
0,0,0,0,0,0,0.0300181073612556,0.404747886748581,0,0,1,1
0.0416666666666667,65,3,0.0694444444444444,8,5,0.0547267722753368,-0.282529105912513,3,0.428571428571429,1,1
0,0,0,0,0,0,0,0.216597395087925,0,0,1,1
0,0,0,0,0,0,0.13761922858994,-0.425676030343211,0,0,0,1
0,0,0,0,0,0,-0.166830041271684,-0.135228842920291,2,1,2,1
0.00909090909090909,15,1,0.0454545454545455,5,5,-0.0599024479420244,-0.0808897656809973,2,1,1,1
0,0,0,0,0,0,0,0,2,1,1,1
0,0,0,0,0,0,0,0.0417695421175293,1,1,1,1
0,0,0,0,0,0,0.788891363832734,0.816330569296624,2,1,1,1
0,0,0,0,0,0,0.553546964711731,0.52667781607897,0,0,1,1
0,0,0,0,0,0,1,1,1,1,0,1
0,0,0,0,0,0,1,1,2,1,0,1
0.027681660899654,382,8,0,0,0,1,1,5,1,3,1
0,0,0,0,0,0,0.0904035909628667,0.659854539366642,0,0,1,1
0,0,0,0,0,0,1,1,5,1,4,1
0,0,0,0,0,0,0.597826729600158,0.879340308645319,0,0,3,1
0.0197368421052632,80,3,0,0,0,0.46491927028107,0.302010973717419,0,0,1,1
0,0,0,0,0,0,0,-0.192104810104963,0,0,1,1
0,0,0,0,0,0,-0.417937065616406,-0.245803700980642,3,0.428571428571429,1,1
0,0,0,0.119047619047619,15,5,0.576174854041706,0.603745328010392,3,0.428571428571429,0,1
0,0,0,0,0,0,1,1,11,1,1,1
0.0133333333333333,55,2,0.0333333333333333,9,5,-0.0037357508713818,-0.527253172767685,2,1,2,1
0.00525210084033613,984,5,0,0,0,0.298128166834188,0.283445960719811,0,0,1,1
0.038961038961039,48,3,0.0649350649350649,21,5,-0.248131437223005,-0.223895844409649,0,0,0,1
0.0533333333333333,400,8,0.0333333333333333,26,5,0,0,1,1,1,1
0,0,0,0,0,0,0.43122533293743,0.580082230103976,0,0,1,1
0,0,0,0,0,0,-0.29875254397738,0.342397683858846,0,0,1,1
0,0,0,0,0,0,0,0.481433028058841,0,0,1,1
0.0165289256198347,732,8,0.0103305785123967,20,5,1,1,11,1,1,1
0,0,0,0,0,0,0.641620853721689,0.369206729198832,3,0.75,4,1
0,0,0,0,0,0,-0.267508427871312,-0.186315706788597,2,1,0,1
0,0,0,0,0,0,0.459690579327858,0.65605521313173,1,0.142857142857143,1,1
0,0,0,0,0,0,0.506219939940506,0.394409353398304,0,0,1,1
0.0242424242424242,160,4,0.0303030303030303,42,5,-0.403439798700854,-0.4131166418358,0,0,1,1
0,0,0,0,0,0,0.0874877302550463,0.144603149089517,0,0,0,1
0.0154798761609907,416,5,0.00928792569659443,6,3,-0.0631946968250629,0.604594266580843,0,0,1,1
0.0113636363636364,15,1,0.0568181818181818,18,5,0.36769540521874,-0.122868281196973,0,0,1,1
0,0,0,0,0,0,0.627749229582883,0.645986966102449,2,1,1,1
0.0676691729323308,216,9,0.0225563909774436,18,3,0.232191711984243,-0.0791640826672084,0,0,1,1
0,0,0,0,0,0,0.307362544694336,-0.198864583269757,3,0.428571428571429,1,1
0,0,0,0.0263157894736842,6,2,0,-0.147299970742246,0,0,1,1
0,0,0,0,0,0,-0.482540730843659,-0.501288053475022,2,1,1,1
0,0,0,0,0,0,1,1,3,1,1,1
0,0,0,0,0,0,0.781765755655255,0.847731208632427,4,1,3,1
0,0,0,0,0,0,0.89491539776561,0.856619559228264,2,1,2,1
0.0358974358974359,273,7,0.0256410256410256,5,5,0,0,1,0.5,1,1
0,0,0,0,0,0,0.492599266275057,0.48341944313999,2,0.5,1,1
0,0,0,0.0380952380952381,28,4,0.309027450301151,0.357628092859189,0,0,1,1
0,0,0,0,0,0,0,0,1,0.5,1,1
0,0,0,0,0,0,0.207984195715085,0.212446924634859,6,1,1,1
0.041025641025641,560,8,0.0256410256410256,14,5,0,0,1,1,1,1
0,0,0,0,0,0,-0.137103402118351,-0.230224260896,0,0,1,1
0,0,0,0,0,0,0.471093253280958,0.176990420800878,0,0,0,1
0.0116959064327485,162,6,0.00974658869395711,525,5,0.835612638660215,0.797531347131415,1,1,3,1
0.0072463768115942,1580,5,0.0072463768115942,30,5,0.574923600742075,0.760330351600072,0,0,1,1
0,0,0,0.0357142857142857,12,3,0,-0.02110946457027,0,0,3,1
0.00469043151969981,1590,5,0.00469043151969981,114,5,0.0478622631420908,0.406791735456724,0,0,2,1
0,0,0,0,0,0,-0.0987675679066391,-0.0631117850154332,2,1,2,1
0,0,0,0,0,0,0.722227980864479,0.693098348973894,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0.511307507671735,0.676581119043643,0,0,4,1
0,0,0,0,0,0,0.165298815604654,0.209992493440444,0,0,1,1
0.0355555555555556,233,8,0.0222222222222222,5,5,1,1,2,1,1,1
0,0,0,0,0,0,0.449222020670363,0.418627836831379,2,0.666666666666667,1,1
0.0808080808080808,28,8,0.0202020202020202,4,2,0,0.427454527219826,0,0,1,1
0,0,0,0,0,0,0.535960523412398,0.378045494651332,0,0,1,1
0,0,0,0,0,0,-0.0314797722521034,-0.264337429619039,0,0,1,1
0,0,0,0,0,0,0.472268390366565,0.0393447878531541,2,1,1,1
0,0,0,0,0,0,0.190722797384549,0.177987945629547,0,0,1,1
0.0897435897435897,120,7,0,0,0,0.0175571198760834,-0.107520318878326,0,0,1,1
0,0,0,0,0,0,0.59189916911497,0.599394116008917,2,1,2,1
0,0,0,0,0,0,0.295629249051626,-0.359105564676001,1,0.5,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0.0454545454545455,2,2,0,0.171725038551972,0,0,1,1
0,0,0,0,0,0,-0.0116069752996488,0.263347816353226,0,0,1,1
0,0,0,0,0,0,0.512729306216766,0.456229644035392,3,1,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0.53456105209176,0.0462509250433472,0,0,1,1
0.00833333333333333,110,2,0.0208333333333333,18,5,0.163291366481966,-0.153782065765105,2,1,2,1
0.0416666666666667,258,7,0,0,0,0,0.0687775532184541,3,1,1,1
0.0583333333333333,256,7,0,0,0,0.570973212876992,0.16983110589771,0,0,1,1
0,0,0,0,0,0,0.466669632760904,0.159907384814654,0,0,2,1
0,0,0,0,0,0,0.570416914005293,0.611677251523813,0,0,3,1
0.0448717948717949,168,7,0.0192307692307692,3,3,0.557198434688529,0.545898185636206,3,0.428571428571429,1,1
0,0,0,0.0384615384615385,2,2,-0.109133111392619,-0.649118742940563,0,0,1,1
0.0301003344481605,538,9,0.0100334448160535,18,3,0.23227572902701,0.429871172502,0,0,1,1
0,0,0,0,0,0,0.734074908826529,0.721846183348921,1,1,1,1
0,0,0,0,0,0,0,0.246887545778389,0,0,1,1
0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0.483888392278699,0.295719985511334,0,0,1,1
0,0,0,0,0,0,-0.312689465477195,-0.289837829012767,0,0,1,1
0,0,0,0,0,0,0,-0.134462060224042,0,0,1,1
0,0,0,0,0,0,0.484896210865196,0.42798901533786,2,1,1,1
0,0,0,0,0,0,-0.00259696837195401,-0.061915718484632,0,0,1,1
0,0,0,0,0,0,0.667778223047629,0.25408051765997,0,0,2,1
0,0,0,0,0,0,0.763975035236939,0.76474882638867,2,0.666666666666667,1,1
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,-0.416597444154615,-0.310881409605702,2,1,0,1
0,0,0,0,0,0,0.287099865104178,0.126987695239723,0,0,1,1
0.0166666666666667,168,4,0.0208333333333333,45,5,-0.592776516797168,-0.105622094648187,0,0,1,1
0,0,0,0,0,0,-0.049031139862796,-0.338397359361827,2,0.5,1,1
0,0,0,0,0,0,0.146524862784918,0.611920172065827,0,0,1,1
0,0,0,0,0,0,0.078813724082562,0.0623667200908469,0,0,1,1
0,0,0,0,0,0,0.865128843661378,0.965948070750123,1,1,3,1
0,0,0,0,0,0,-0.24965108611043,-0.197481640799661,2,1,1,1
0,0,0,0,0,0,0,0.0562324420920402,0,0,1,1
